label,id,rodada
SANxCFC-1-turno-2022,t8pOhl-syQg,2
SANxCUI-1-turno-2022,8fUKwN-h7Ag,5
SANxCEA-1-turno-2022,m3uFohhtyRw,7
SANxACG-1-turno-2022,zAAtCkROT4g,16
SANxAVA-1-turno-2022,xdLOj2YK0cA,17
SANxJUV-1-turno-2022,4vrQarQDTec,12
GOIxRBB-1-turno-2022,cES7PP84aQU,8
GOIxCFC-1-turno-2022,tJvCfCaCuOI,1
GOIxCUI-1-turno-2022,8-uQru6Jk6E,14
GOIxCEA-1-turno-2022,ux1fx_xP2uk,11
GOIxACG-1-turno-2022,Q2Y06OQZZjk,5
GOIxAVA-1-turno-2022,YJzVMLMyijQ,3
GOIxJUV-1-turno-2022,bNX4HvOQyK8,17
RBBxCFC-1-turno-2022,tK-OD4ieoAE,12
RBBxCUI-1-turno-2022,iBOhm0MCinQ,11
RBBxCEA-1-turno-2022,wYtjS5gcUA0,4
RBBxACG-1-turno-2022,Pctl8-S1daU,2
RBBxAVA-1-turno-2022,m_smzJFxiIE,16
RBBxJUV-1-turno-2022,El2yeAtsD5U,1
CFCxCUI-1-turno-2022,WMhFjxplPrs,19
CFCxCEA-1-turno-2022,---6M5M6bZQ,9
CFCxACG-1-turno-2022,0uULKdMX9fc,7
CFCxAVA-1-turno-2022,5Virp_DeiJ0,5
CFCxJUV-1-turno-2022,k08hRDywdNs,16
CUIxCEA-1-turno-2022,MrM8YTptbpA,13
CUIxACG-1-turno-2022,kusHbdDHzyM,4
CUIxAVA-1-turno-2022,J5gFh7Y4UJ0,15
CUIxJUV-1-turno-2022,pfGvOIUTdpo,3
CEAxACG-1-turno-2022,rS2EKCJxdCw,14
CEAxAVA-1-turno-2022,r6ikAWXNAAg,18
CEAxJUV-1-turno-2022,YnDm8-T-EKg,19
ACGxAVA-1-turno-2022,Z4ZoLty1LK4,10
ACGxJUV-1-turno-2022,BPe-M2A0sY0,13
AVAxJUV-1-turno-2022,qFVikWyYcSg,6
ceaxfla-2turno-2022,MSPic_A3H-o,0
amgxacg-2turno-2023,pOcFt9vupV8,0
camxcor-2turno-2022,0EAw5LZQ7sE,0
capxbot-2turno-2022,FRisKPSITJY,0
sanxfor-2turno-2022,x3Ejm712UMc,0
saoxgoi-2turno-2022,2OklvldSx38,0
cuixcor-2turno-2022,h7D2aA6ysWA,0
flaxava-2turno-2022,awIuYMHgibs,0
botxsan-2turno-2022,IvJ0xO2mO7s,0
juvxfla-2turno-2022,Dij69oqRjN0,0
acgxcap-2turno-2022,AzAXikPgq2o,0
palxamg-2turno-2022,6ps0T5JSPNE,0
forxbra-2turno-2022,iInEHMvmC8Q,0
avaxcea-2turno-2022,KjuSVZYLNps,0
crcxcor-2turno-2022,r2zCe5o2BY4,0
fluxgoi-2turno-2022,90_gjSRSC6A,0
saoxint-2turno-2022,K8e7H62mMN8,0
camxbot-2turno-2022,Y9DcfdXCElQ,0
cuixpal-2turno-2022,qcA7JDX5JdQ,0
forxacg-2turno-2022,PjI4thS_vTA,0
corxfla-2turno-2022,kUkSxhgl3hY,0
intxcap-2turno-2022,HdB2S-NR_MU,0
corxcea-2turno-2022,ms8xRdUZgTU,0
braxamg-2turno-2022,4ao9KTVqbJQ,0
goixjuv-2turno-2022,aTEBi6DKrQc,0
sanxava-2turno-2022,RFVt3Mhe0Dw,0
fluxsao-2turno-2022,sf3oAmd27B8,0
flaxcor-2turno-2022,CCip_i7qOeU,0
palxfor-2turno-2022,azB3AcUaOFY,0
avaxbra-2turno-2022,uDqXgo7FLCA,0
juvxcor-2turno-2022,97LUIFAQNUQ,0
acgxsan-2turno-2022,jdjnRyZ5e3I,0
capxgoi-2turno-2022,YjRLrLDsiZw,0
amgxint-2turno-2023,zZjRSUmSttI,0
saoxcam-2turno-2022,LfhlXBXEXI8,0
botxcui-2turno-2022,xdGBb3xmn3Y,0
ceaxflu-2turno-2023,fY-qNT74i_I,0
goixcor-2turno-2022,Ulr4P2b_dig,0
cuixava-2turno-2022,1ii8D5XY5-U,0
camxjuv-2turno-2022,yFIHrJr1urc,0
saoxsan-2turno-2022,wpCFDM2cP3c,0
intxcea-2turno-2022,o2W88T4cONc,0
corxflu-2turno-2022,FY-I7FD_gvI,0
flaxsan-2turno-2022,ePrNk6hVl60,0
capxpal-2turno-2022,OzpLObmZx7c,0
forxcam-2turno-2022,6gs5EP-bk7k,0
acgxcea-2turno-2022,COnQkK_1xI0,0
corxint-2turno-2022,YtCePnmUX0c,0
juvxsao-2turno-2022,fQkGK0tiLBs,0
fluxbot-2turno-2022,64qsfn9vZQU,0
palxava-2turno-2022,XobM5Vbw4cQ,0
amgxfla-2turno-2022,l0JIzl94sKQ,0
sanxcor-2turno-2022,gz4vImf_MoQ,0
braxcap-2turno-2022,ZdVcdAL0qtA,0
saoxcrc-2turno-2022,UUiO1YiAc2k,0
braxsan-2turno-2022,MRSUbchlxIA,0
capxcrc-2turno-2022,hWTYFVNcO4g,0
avaxflu-2turno-2022,a82-AK_kzMo,0
botxint-2turno-2022,bIU2_RJ6aKs,0
juvxacg-2turno-2022,bnh_owfBWhc,0
ceaxcui-2turno-2022,LQvTmPQG93c,0
palxsao-2turno-2022,XJ794NAAh9A,0
amgxfor-2turno-2022,L6KWS7wn_lA,0
flaxcam-2turno-2022,OXe474Zd7RU,0
sanxjuv-2turno-2022,R3KXD1ni4ZI,0
acg-pal-2turno-2022,i0eR5zrukGo,0
fluxamg-2turno-2022,51oD-ZK9mDg,0
camxcea-2turno-2022,P71Xfi5kA5g,0
forxava-2turno-2022,7f52jm54W5U,0
saoxbot-2turno-2022,SGZQEyu6C3o,0
intxgoi-2turno-2022,TvVaGfWpE2I,0
avaxbot-2turno-2022,zQ5nGlFGFRc,0
palxcrc-2turno-2022,ATn1RLbACU8,0
sanxcam-2turno-2022,P4VCqtJBZ-w,0
flaxint-2turno-2022,dUr7ykV92L4,0
capxfor-2turno-2022,uRZTWJtsSmA,0
acgxflu-2turno-2022,zFQKsTpY4a4,0
ceaxgoi-2turno-2022,2tDZcs_wWlU,0
braxcui-2turno-2022,5LhzbPyhZ8c,0
juvxcor-2turno-2022,NoC_-wM_LJQ,0
botxpal-2turno-2022,R8Nd42RBaoQ,0
corxcui-2turno-2022,H-EOwRaCIC0,0
capxjuv-2turno-2022,6mMoljMNoLg,0
goixfor-2turno-2022,npM1UQ7aVP4,0
avaxacg-2turno-2022,h5dSNaMGO08,0
flaxbra-2turno-2022,E_6rKsMJ3xo,0
ceaxamg-2turno-2022,M9WdRzYdurA,0
camxflu-2turno-2022,ZN8FtrEnfyM,0
intxsan-2turno-2022,k8Th3G6QiJc,0
cuixamg-2turno-2022,Q1u7XzbqQ1g,0
goixbot-2turno-2022,IQsaRIGm8_k,0
intxbra-2turno-2022,ryRPeeIB59k,0
camxpal-2turno-2022,t54-C3agkR4,0
corxcea-2turno-2022,GwRDfG2VMAc,0
corxacg-2turno-2022,Ir9Rom4Z_9I,0
fluxjuv-2turno-2022,dMLOQjZbWbo,0
sanxcap-2turno-2022,kmM8BVh3oFg,0
saoxava-2turno-2022,Xkkwqt1xXPo,0
acgxint-2turno-2022,BljnTSYeKdA,0
capxcui-2turno-2022,3YJgpOjqg8s,0
palxsan-2turno-2022,cJ7m3vg9tpM,0
juvxfor-2turno-2022,dKPro0ejw18,0
amgxcor-2turno-2022,FsKOubl-qhI,0
ceaxsao-2turno-2022,QQnxz8pSzHw,0
botxcrc-2turno-2022,gM7gQkQrWco,0
avaxcam-2turno-2022,l4zalgSV9ec,0
goixfla-2turno-2022,OefMLbXXpes,0
crcxacg-2turno-2022,fbnaFzlSWI0,0
saoxcor-2turno-2022,F7g1pv5_I3I,0
grexvas-2turno-2022,7qGGVdlUiHkl,0
avaxcap-2turno-2022,T86F4acM4p8,0
botxamg-2turno-2022,YaXSQWnP0yw,0
palxjuv-2turno-2022,ZR6_Al5Mr1A,0
ceaxsantos-2turno-2022,bXLFmtUhOoA,0
intxcea-2turno-2022,ku3NFL9kjrI,0
camxbra-2turno-2022,2coas3SXGWY,0
sanxgoi-2turno-2022,84ecGme8Pqk,0
cuixsao-2turno-2022,TTWo4tJ0jZE,0
acgxcam-2turno-2022,gvj3p7g6Zzk,0
corxint-2turno-2022,4_CZsKOhbe0,0
forxbot-2turno-2022,HzAvAP1d6Ag,0
flaxcea-2turno-2022,jxxMKbELuN0,0
amgxcor-2turno-2022,Xpp_xx8dUA4,0
braxpal-2turno-2022,0vSPbI4xfOE,0
juvxavai-2turno-2022,kkV2D9_i_HE,0
corxbra-2turno-2022,JygD-xd_Kyo,0
intxjuv-2turno-2022,0m5LfTQHTA8,0
cuixsan-2turno-2022,ZAzOCSoyBbU,0
botxfla-2turno-2022,Hd7Ck6RfCRU,0
saoxfor-2turno-2022,p7Hs10bLY68,0
amgxcam-2turono-2022,i8p_rAJ-rvA,0
ceaxcap-2turno-2022,-yLeHLTrB2s,0
fluxpal-2turno-2022,svvVhAmCv7g,0
goixacg-2turno-2022,QZgh9R391lI,0
avaixint-2turno-2022,OMans9_MZ2c,0
sanxsao-2turno-2022,Jud3ag2RnRs,0
braxcea-2turno-2022,5UqMpJamTHU,0
capxamg-2turno-2022,MxgRGemQL4Y,0
acgxcui-2turno-2022,y1p9sqMxmtA,0
palxfla-2turno-2022,7z0kV-OWtlcl,0
juvxbot-2turno-2022,2IwqIldp338,0
fluxcor-2turno-2022,o8Ky8sgyWmw,0
camxgoi-2turno-2022,QYc4bSwOQ38,0
amgxsan-2turno-2022,R_mkStueuMQ,0
ceaxfor-2turno-2022,0V09LXLzg7g,0
flaxcap-2turno-2022,mqZaNRhVplw,0
saoxbra-2turno-2022,wNFz6akXBYw,0
crcxcam-2turno-2022,ojujZqGL14E,0
botxacg-2turno-2022,t2HnSQmTCgY,0
cuixjuv-2turno-2022,O0zEdroA-XI,0
goixava-2turno-2022,tPG9Wf6X_RE,0
crcxsan-2turno-2022,jF3soAVwBtI,0
camxcap-2turno-2022,rlA-qFaMYNU,0
forxint-2turno-2022,u0lYbW0Gr1A,0
fluxcui-2turno-2022,Mv9duojMMiM,0
saoxfla-2turno-2022,cCXRh5gHxhY,0
avaxcor-2turno-2022,Ee-G_I8aMTE,0
acgxbra-2turno-2022,C1GJiRkQSyE,0
juvxamg-2turno-2022,KvhH2Cj-ecw,0
botxcea-2turno-2022,fENVMErphCk,0
sanxflu-2turno-2022,YLzvgahYH8A,0
braxjuv-2turno-2022,xyN_wiHEimU,0
amgxava-2turno-2022,xmUydTb7muU,0
cuixfor-2turno-2022,4z_4jJs7Xt0,0
intxcam-2turno-2022,EQZrNHIuF3w,0
capxsao-2turno-2022,yQ6scJqcmoc,0
flaxacg-2turno-2022,RlilubciJDg,0
corxbot-2turno-2022,U7RmcgkBxAM,0
ceaxpal-2turno-2022,KvRTjzFHhpA,0
